,0
announcement_semantic_000,1.6439259964786306
announcement_semantic_001,-0.3786120528139959
announcement_semantic_002,0.513884725523075
announcement_semantic_003,-0.4070831890964153
announcement_semantic_004,-0.2520570098490014
announcement_semantic_005,-0.0707797105446466
announcement_semantic_006,0.1101572236311984
announcement_semantic_007,-0.311875217131839
announcement_semantic_008,-0.0245015066624042
announcement_semantic_009,-0.2442746227381187
announcement_semantic_010,0.1205246668507219
announcement_semantic_011,0.0861976863518593
announcement_semantic_012,-0.042252544541202
announcement_semantic_013,-0.0521204066108988
announcement_semantic_014,0.078167178100132
announcement_semantic_015,-0.017856794640181
announcement_semantic_016,-0.1034253178532661
announcement_semantic_017,0.0327515730700631
announcement_semantic_018,-0.0240773842803233
announcement_semantic_019,0.0226143628220455
announcement_semantic_020,0.0704815988322996
announcement_semantic_021,-0.0077215208150016
announcement_semantic_022,0.0022692581782268
announcement_semantic_023,-0.0650322268158479
announcement_semantic_024,0.0758554002927569
announcement_semantic_025,0.0270375571508586
announcement_semantic_026,-0.0246856871384229
announcement_semantic_027,0.0342516446755652
announcement_semantic_028,-0.1125047436124353
announcement_semantic_029,-0.1101225199412203
announcement_semantic_030,-0.0854194016550933
announcement_semantic_031,-0.031418984154108
announcement_semantic_032,0.0130048852208651
announcement_semantic_033,-0.0336939256170437
announcement_semantic_034,0.0292683377154032
announcement_semantic_035,0.1033128211793331
announcement_semantic_036,0.0069288604289868
announcement_semantic_037,0.024840366539209
announcement_semantic_038,0.1168803310737064
announcement_semantic_039,-0.0335409156505106
announcement_semantic_040,-0.0064068072299842
announcement_semantic_041,0.0046825686058455
announcement_semantic_042,-0.0678961425736621
announcement_semantic_043,-0.0461528494171932
announcement_semantic_044,0.0095435913283597
announcement_semantic_045,0.0162644966492277
announcement_semantic_046,-0.0387522737435498
announcement_semantic_047,0.0243145687883388
announcement_semantic_048,0.0225451799359639
announcement_semantic_049,-0.0081207276702513
f2_loss_flag,0.0
f2_neg_pe_flag,0.0
f2_high_debt_flag,0.0
f2_profit_ocf_diverge,0.0
f2_neg_accruals_flag,0.0
f2_ocf_to_profit_extreme,0.0
f2_p_roa,1.0
f2_p_cfo,1.0
f2_benford_flag,1.0
f2_trend_deterioration,2.0
f2_industry_outlier_count,0.0
mkt_market_cap,4952481260.48
mkt_pe_ratio,20.85245
mkt_pb_ratio,2.2952
mkt_market_cap_qoq,-0.0098622696198841
mkt_pe_change_qoq,-0.0067999999999983
mkt_pb_change_qoq,-0.0245000000000001
mkt_cap_industry_zscore,-0.3166916259597537
mkt_pb_industry_zscore,-0.1983430070872036
mkt_return_5d,-0.0044208590442915
mkt_return_20d,-0.0277527837361116
mkt_return_60d,-0.0208546654197887
mkt_excess_return_20d,-0.0223237051098439
mkt_volatility_20d,0.0240601233045796
mkt_volatility_60d,0.0268424998828224
mkt_max_drawdown_60d,-0.1916546966077644
mkt_extreme_down_days_20d,0.0
mkt_volume_ratio_20d,0.8011368425024675
mkt_volume_cv_20d,0.4425219676408943
mkt_abnormal_volume_days_20d,1.0
mkt_amihud_illiquidity_20d,0.0002580693533309
mkt_financing_balance,264901562.5
mkt_securities_balance,1649105.5
mkt_financing_balance_change,-0.004643982938823
mkt_institutional_holding_ratio,44.010180000000005
mkt_institutional_holding_change,-0.1361910000000037
mkt_institutional_holder_count,10.0
mkt_risk_warning_count_30d,0.0
mkt_risk_warning_count_90d,0.0
mkt_days_since_last_risk_warning,220.0
sent_news_count_5d,0.0
sent_news_count_10d,1.0
sent_news_count_30d,5.0
sent_news_title_count_30d,3.0
sent_news_daily_peak_30d,2.0
sent_negative_news_count_30d,1.0
sent_negative_ratio_30d,0.1487603305785124
sent_sentiment_mean_30d,0.0
sent_sentiment_volatility_30d,0.5260245124062194
sent_negative_peak_30d,0.6666666666666666
sent_post_count_5d,65.0
sent_post_count_30d,408.0
sent_comment_count_30d,503.0
sent_read_count_30d,116245.0
sent_post_daily_peak_30d,45.0
sent_guba_sentiment_mean_30d,0.0297366185216652
sent_guba_sentiment_volatility_30d,0.246067121964303
sent_guba_positive_ratio_30d,0.2410184862225322
sent_guba_negative_ratio_30d,0.1898148148148148
gov_top1_holder_ratio,0.2837
gov_top10_holder_ratio,0.5452
gov_top1_top10_ratio,0.5368357487922706
gov_top1_top2_gap,0.1715
governance_year,2021.0
gov_board_size,9.0
gov_independent_director_count,4.0
gov_independent_director_ratio,40.0
gov_big4_auditor,0.0
gov_nonstandard_audit_opinion,0.0
gov_audit_firm_change,0.0
gov_auditor_change,1.0
f6_inquiry_count_12m,0.0
f6_inquiry_count_24m,0.0
f6_inquiry_count_60m,1.0
f6_annual_report_inquiry_count,0.0
f6_attention_letter_count,0.0
f6_restructuring_inquiry_count,0.0
f6_first_inquiry_interval_days,253.0
f6_last_inquiry_interval_days,92.0
f6_avg_inquiry_interval_days,0.0
f6_inquiry_interval_cv,0.0
f6_unreplied_count,0.0
